Номер_ДТП;Номер_ТС;Оставление_места;Привод;Тип_ТС;Год_выпуска;Марка_модель;Форма_собственности;Цвет;Места_повреждения;Технические_неисправности
930001245.0;1.0;Осталось на месте ДТП;С передним приводом;Прочие легковые автомобили;2006.0;OPEL Astra;Физические лица;Серый;;Технические неисправности отсутствуют
930001245.0;2.0;Осталось на месте ДТП;С передним приводом;Е-класс (высший средний, бизнес-класс) до 4,9 м;2006.0;TOYOTA Corolla;Физические лица;Черный;;Технические неисправности отсутствуют
930001240.0;1.0;Скрылось с места ДТП;;D-класс (средний) до 4,6 м;; ;;;;Технические неисправности отсутствуют
930001241.0;1.0;Осталось на месте ДТП;Полноприводные;Е-класс (высший средний, бизнес-класс) до 4,9 м;2000.0;MITSUBISHI Pajero;Физические лица;Зеленый;;Не устанавливались
930001231.0;1.0;Осталось на месте ДТП;С передним приводом;Минивэны и универсалы повышенной вместимости;2005.0;TOYOTA Wish;Физические лица;Белый;;Технические неисправности отсутствуют
930001231.0;2.0;Осталось на месте ДТП;С задним приводом;Седельные тягачи;1994.0;КАМАЗ 5410;Юридические лица, являющиеся некоммерческими организациями;Зеленый;;Технические неисправности отсутствуют
930001218.0;1.0;Осталось на месте ДТП;Полноприводные;С-класс (малый средний, компактный) до 4,3 м;2016.0;TOYOTA Corolla;Физические лица;Серый;;Технические неисправности отсутствуют
930001218.0;2.0;Осталось на месте ДТП;Иное расположение рулевого управления;Мотоциклы;2021.0;Прочие марки мотоциклов Прочие марки мотоциклов;Физические лица;Белый;;Технические неисправности отсутствуют
930001213.0;1.0;Осталось на месте ДТП;С передним приводом;С-класс (малый средний, компактный) до 4,3 м;2004.0;TOYOTA Avensis;Физические лица;Серый;;Технические неисправности отсутствуют
930001208.0;1.0;Осталось на месте ДТП;С передним приводом;С-класс (малый средний, компактный) до 4,3 м;2009.0;ВАЗ ВАЗ 2114 и модификации;Физические лица;Зеленый;;Технические неисправности отсутствуют
930001208.0;2.0;Осталось на месте ДТП;Иное расположение рулевого управления;Мотоциклы;2022.0;Прочие марки мотоциклов Прочие марки мотоциклов;Физические лица;Черный;;Технические неисправности отсутствуют
930001210.0;1.0;Скрылось с места ДТП;;В-класс (малый) до 3,9 м;; ;;;;Технические неисправности отсутствуют
930001210.0;2.0;Осталось на месте ДТП;С передним приводом;С-класс (малый средний, компактный) до 4,3 м;2012.0;ВАЗ Granta (Гранта);Физические лица;Белый;;Технические неисправности отсутствуют
930001204.0;1.0;Осталось на месте ДТП;С задним приводом;Одноэтажные длиной от 8 до 12 м;2012.0;ЛИАЗ Прочие модели ЛИАЗ;Юридические лица, являющиеся некоммерческими организациями;Синий;;Технические неисправности отсутствуют
930001204.0;2.0;Осталось на месте ДТП;;Велосипеды;; ;Физические лица;;;Технические неисправности отсутствуют
930001204.0;3.0;Осталось на месте ДТП;;Велосипеды;; ;Физические лица;;;Технические неисправности отсутствуют
930001198.0;1.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;2005.0;FORD Focus;Физические лица;Серый;;Технические неисправности отсутствуют
930001199.0;1.0;Осталось на месте ДТП;С передним приводом;С-класс (малый средний, компактный) до 4,3 м;2021.0;KIA K5;Физические лица;Серый;;Технические неисправности отсутствуют
930001199.0;2.0;Осталось на месте ДТП;С передним приводом;Прочие легковые автомобили;2012.0;HYUNDAI i30;Физические лица;Белый;;Технические неисправности отсутствуют
930001190.0;1.0;Скрылось с места ДТП;;В-класс (малый) до 3,9 м;; ;;;;Технические неисправности отсутствуют
930001178.0;1.0;Осталось на месте ДТП;С передним приводом;Прочие легковые автомобили;1999.0;HONDA Stepwgn;Физические лица;Белый;;Технические неисправности отсутствуют
930001173.0;1.0;Осталось на месте ДТП;С передним приводом;В-класс (малый) до 3,9 м;2000.0;HONDA Accord;Физические лица;Серый;;Технические неисправности отсутствуют
930001173.0;2.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;2006.0;HONDA Stepwgn;Физические лица;Белый;;Технические неисправности отсутствуют
930001174.0;1.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;2007.0;TOYOTA Avensis;Физические лица;Черный;;Технические неисправности отсутствуют
930001168.0;1.0;Осталось на месте ДТП;С задним приводом;Одноэтажные длиной от 5 до 8 м;2011.0;ГАЗ 3221  Газель , 32217, 32213, 32212, 322172, 322132, 322133 и модификации;Физические лица;Белый;;Технические неисправности отсутствуют
930001168.0;2.0;Осталось на месте ДТП;Полноприводные;D-класс (средний) до 4,6 м;2013.0;SSANGYONG Actyon;Физические лица;Серый;;Технические неисправности отсутствуют
930001168.0;3.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;1999.0;TOYOTA Carina;Физические лица;Белый;;Технические неисправности отсутствуют
930001169.0;1.0;Осталось на месте ДТП;С передним приводом;В-класс (малый) до 3,9 м;2008.0;NISSAN Прочие модели Nissan;Физические лица;Белый;;Технические неисправности отсутствуют
930001164.0;1.0;Осталось на месте ДТП;С задним приводом;Е-класс (высший средний, бизнес-класс) до 4,9 м;1993.0;TOYOTA Mark II;Физические лица;Белый;;Технические неисправности отсутствуют
930001152.0;1.0;Осталось на месте ДТП;Полноприводные;D-класс (средний) до 4,6 м;2004.0;TOYOTA Land Cruiser;Физические лица;Серый;;Технические неисправности отсутствуют
930001152.0;2.0;Осталось на месте ДТП;С передним приводом;С-класс (малый средний, компактный) до 4,3 м;1996.0;TOYOTA Camry;Физические лица;Серый;;Технические неисправности отсутствуют
930001160.0;1.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;2001.0;HONDA Stream;Физические лица;Белый;;Технические неисправности отсутствуют
930001157.0;1.0;Осталось на месте ДТП;С передним приводом;В-класс (малый) до 3,9 м;2003.0;TOYOTA Corolla;Физические лица;Серый;;Технические неисправности отсутствуют
930001153.0;1.0;Осталось на месте ДТП;С передним приводом;С-класс (малый средний, компактный) до 4,3 м;2003.0;TOYOTA Camry;Физические лица;Серый;;Технические неисправности отсутствуют
930001153.0;2.0;Осталось на месте ДТП;С передним приводом;В-класс (малый) до 3,9 м;1984.0;TOYOTA Sprinter;Физические лица;Синий;;Технические неисправности отсутствуют
930001150.0;1.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;2001.0;TOYOTA Corona;Физические лица;Серый;;Технические неисправности отсутствуют
930001150.0;2.0;Осталось на месте ДТП;Полноприводные;Самосвалы;2013.0;IVECO Прочие модели Iveco;Физические лица;Красный;;Технические неисправности отсутствуют
930001141.0;1.0;Осталось на месте ДТП;С передним приводом;Минивэны и универсалы повышенной вместимости;2020.0;HYUNDAI Creta;Физические лица;Серый;;Технические неисправности отсутствуют
930001124.0;1.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;2006.0;HONDA Accord;Физические лица;Коричневый;;Технические неисправности отсутствуют
930001122.0;1.0;Осталось на месте ДТП;С передним приводом;Минивэны и универсалы повышенной вместимости;1998.0;TOYOTA Gaia;Физические лица;Серый;;Технические неисправности отсутствуют
930001130.0;1.0;Осталось на месте ДТП;Иное расположение рулевого управления;Велосипеды;2018.0; ;Физические лица;;;Технические неисправности отсутствуют
930001130.0;2.0;Осталось на месте ДТП;Полноприводные;Е-класс (высший средний, бизнес-класс) до 4,9 м;2012.0;MERCEDES E-класс;Физические лица;Белый;;Технические неисправности отсутствуют
930001121.0;1.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;1983.0;TOYOTA Camry;Физические лица;Серый;;Технические неисправности отсутствуют
930001117.0;2.0;Осталось на месте ДТП;Иное расположение рулевого управления;Велосипеды;2020.0; ;Физические лица;Красный;;Технические неисправности отсутствуют
930001117.0;1.0;Осталось на месте ДТП;С передним приводом;С-класс (малый средний, компактный) до 4,3 м;2020.0;ВАЗ Granta (Гранта);Юридические лица, являющиеся некоммерческими организациями;Белый;;Технические неисправности отсутствуют
930001106.0;1.0;Осталось на месте ДТП;С передним приводом;С-класс (малый средний, компактный) до 4,3 м;2004.0;ВАЗ  Жигули  ВАЗ-2106 модификации;Физические лица;Синий;;Технические неисправности отсутствуют
930001106.0;2.0;Осталось на месте ДТП;Иное расположение рулевого управления;Велосипеды;2021.0; ;Физические лица;Зеленый;;Технические неисправности отсутствуют
930001108.0;1.0;Осталось на месте ДТП;С задним приводом;D-класс (средний) до 4,6 м;2003.0;HONDA Civic;Физические лица;Красный;;Не устанавливались
930001101.0;1.0;Осталось на месте ДТП;С задним приводом;Минивэны и универсалы повышенной вместимости;2004.0;TOYOTA Hiace;Физические лица;Синий;;Технические неисправности отсутствуют
930001101.0;2.0;Осталось на месте ДТП;Иное расположение рулевого управления;Велосипеды;2019.0; ;Физические лица;Синий;;Технические неисправности отсутствуют
930001102.0;2.0;Осталось на месте ДТП;С передним приводом;С-класс (малый средний, компактный) до 4,3 м;2009.0;ВАЗ Priora;Физические лица;Белый;;Технические неисправности отсутствуют
930001102.0;1.0;Осталось на месте ДТП;С передним приводом;С-класс (малый средний, компактный) до 4,3 м;2008.0;ВАЗ ВАЗ 2114 и модификации;Физические лица;Черный;;Технические неисправности отсутствуют
930001089.0;1.0;Осталось на месте ДТП;С передним приводом;Минивэны и универсалы повышенной вместимости;2012.0;RENAULT Duster;Физические лица;Коричневый;;Технические неисправности отсутствуют
930001089.0;2.0;Осталось на месте ДТП;С задним приводом;С-класс (малый средний, компактный) до 4,3 м;2007.0;ВАЗ  Жигули  ВАЗ-2107 модификации;Физические лица;Синий;;Технические неисправности отсутствуют
930001096.0;1.0;Скрылось с места ДТП;;В-класс (малый) до 3,9 м;; ;;;;Технические неисправности отсутствуют
930001096.0;2.0;Осталось на месте ДТП;Иное расположение рулевого управления;Велосипеды;2020.0; ;Физические лица;Синий;;Технические неисправности отсутствуют
930001085.0;1.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;2007.0;MAZDA Mazda 6;Физические лица;Черный;;Технические неисправности отсутствуют
930001085.0;2.0;Осталось на месте ДТП;С передним приводом;С-класс (малый средний, компактный) до 4,3 м;2007.0;ВАЗ ВАЗ 2110, 21101, 21102, 21103, 21108;Физические лица;Серый;;Технические неисправности отсутствуют
930001084.0;1.0;Осталось на месте ДТП;С передним приводом;С-класс (малый средний, компактный) до 4,3 м;1998.0;ВАЗ  Жигули  ВАЗ-2108, 09 и модификации                       ;Физические лица;Серый;;Технические неисправности отсутствуют
930001084.0;2.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;2001.0;TOYOTA Avensis;Физические лица;Черный;;Технические неисправности отсутствуют
930001079.0;1.0;Осталось на месте ДТП;С задним приводом;С-класс (малый средний, компактный) до 4,3 м;1993.0;ВАЗ  Жигули  ВАЗ-2106 модификации;Физические лица;Белый;;Технические неисправности отсутствуют
930001072.0;1.0;Осталось на месте ДТП;Иное расположение рулевого управления;Мотоциклы;2013.0;Прочие марки мотоциклов Прочие марки мотоциклов;Физические лица;Белый;;Технические неисправности отсутствуют
930001077.0;1.0;Осталось на месте ДТП;Иное расположение рулевого управления;Мотоциклы;1990.0;ИЖ Планета;Физические лица;Красный;;Технические неисправности отсутствуют
930001059.0;1.0;Осталось на месте ДТП;С передним приводом;Минивэны и универсалы повышенной вместимости;1977.0;УАЗ УАЗ 469;Физические лица;Зеленый;;Технические неисправности отсутствуют
930001063.0;1.0;Осталось на месте ДТП;С передним приводом;Минивэны и универсалы повышенной вместимости;2012.0;SSANGYONG Actyon;Физические лица;Серый;;Технические неисправности отсутствуют
930001056.0;1.0;Осталось на месте ДТП;Иное расположение рулевого управления;Мотоциклы;2021.0;Прочие марки мотоциклов Прочие марки мотоциклов;Физические лица;Черный;;Технические неисправности отсутствуют
930001466.0;1.0;Скрылось с места ДТП;;С-класс (малый средний, компактный) до 4,3 м;; ;;;;Технические неисправности отсутствуют
930001465.0;1.0;Скрылось и установлено в срок свыше 10 суток;Полноприводные;С-класс (малый средний, компактный) до 4,3 м;1983.0;ВАЗ  Нива  ВАЗ-2121 и модификации;Физические лица;Желтый;;Технические неисправности отсутствуют
930001457.0;1.0;Осталось на месте ДТП;С передним приводом;Минивэны и универсалы повышенной вместимости;2021.0;HYUNDAI Creta;Физические лица;Белый;;Технические неисправности отсутствуют
930001457.0;2.0;Осталось на месте ДТП;Иное расположение рулевого управления;Велосипеды;2018.0; ;Физические лица;Синий;;Технические неисправности отсутствуют
930001443.0;1.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;2008.0;FORD Focus;Физические лица;Серый;;Технические неисправности отсутствуют
930001557.0;1.0;Скрылось с места ДТП;;С-класс (малый средний, компактный) до 4,3 м;; ;;;;Технические неисправности отсутствуют
930001430.0;1.0;Осталось на месте ДТП;Полноприводные;Минивэны и универсалы повышенной вместимости;2007.0;BMW X5;Физические лица;Серый;;Технические неисправности отсутствуют
930001428.0;1.0;Осталось на месте ДТП;С задним приводом;С-класс (малый средний, компактный) до 4,3 м;2011.0;ВАЗ  Жигули  ВАЗ-2107 модификации;Физические лица;Серый;;Технические неисправности отсутствуют
930001410.0;1.0;Осталось на месте ДТП;С передним приводом;С-класс (малый средний, компактный) до 4,3 м;2003.0;ВАЗ ВАЗ 2112 и модификации;Физические лица;Серый;;Технические неисправности отсутствуют
930001404.0;1.0;Осталось на месте ДТП;С передним приводом;С-класс (малый средний, компактный) до 4,3 м;2012.0;HYUNDAI Solaris;Физические лица;Белый;;Технические неисправности отсутствуют
930001404.0;2.0;Осталось на месте ДТП;С передним приводом;С-класс (малый средний, компактный) до 4,3 м;2012.0;ВАЗ ВАЗ 2110, 21101, 21102, 21103, 21108;Физические лица;Черный;;Технические неисправности отсутствуют
930001393.0;1.0;Осталось на месте ДТП;Полноприводные;Минивэны и универсалы повышенной вместимости;2016.0;TOYOTA Noah;Физические лица;Серый;;Технические неисправности отсутствуют
930001380.0;1.0;Осталось на месте ДТП;С задним приводом;Прочие легковые автомобили;2006.0;ГАЗ 33023, 330232, 330273 и модификации;Юридические лица, являющиеся коммерческими организациями;Белый;;Технические неисправности отсутствуют
930001380.0;2.0;Осталось на месте ДТП;С задним приводом;С-класс (малый средний, компактный) до 4,3 м;2011.0;ВАЗ ВАЗ 2114 и модификации;Юридические лица, являющиеся коммерческими организациями;Серый;;Технические неисправности отсутствуют
930001374.0;1.0;Осталось на месте ДТП;С передним приводом;Минивэны и универсалы повышенной вместимости;2000.0;TOYOTA Ipsum;Физические лица;Синий;;Технические неисправности отсутствуют
930001377.0;1.0;Осталось на месте ДТП;С передним приводом;Минивэны и универсалы повышенной вместимости;2012.0;HONDA Прочие модели Honda;Физические лица;Серый;;Технические неисправности отсутствуют
930001368.0;1.0;Осталось на месте ДТП;С передним приводом;Минивэны и универсалы повышенной вместимости;2002.0;TOYOTA Ipsum;Физические лица;Серый;;Технические неисправности отсутствуют
930001351.0;1.0;Осталось на месте ДТП;Полноприводные;D-класс (средний) до 4,6 м;1995.0;УАЗ УАЗ 3151, 31512, 31514, 31519 и модификации;Физические лица;Желтый;;Наличие конструктивных изменений по сравнению с серийным ТС, сведения о которых отсутствуют в регистрационных документах
930001351.0;2.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;2006.0;ВАЗ ВАЗ 2114 и модификации;Физические лица;Зеленый;;Технические неисправности отсутствуют
930001349.0;1.0;Осталось на месте ДТП;С задним приводом;D-класс (средний) до 4,6 м;2007.0;ВАЗ ВАЗ 2115 и модификации;Физические лица;Серый;;Технические неисправности отсутствуют
930001349.0;2.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;2010.0;MAZDA Mazda 6;Физические лица;Серый;;Технические неисправности отсутствуют
930001346.0;1.0;Осталось на месте ДТП;Полноприводные;D-класс (средний) до 4,6 м;2010.0;TOYOTA RAV 4;Физические лица;Черный;;Технические неисправности отсутствуют
930001350.0;1.0;Скрылось и установлено в срок до 1 суток;С передним приводом;Прочие легковые автомобили;2006.0;ВАЗ ВАЗ 2114 и модификации;Физические лица;Зеленый;;Технические неисправности отсутствуют
930001342.0;1.0;Осталось на месте ДТП;С задним приводом;Самосвалы;2019.0;SHACMAN Прочие модели SHACMAN;Юридические лица, являющиеся коммерческими организациями;Оранжевый;;Технические неисправности отсутствуют
930001334.0;1.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;2006.0;TOYOTA Corolla;Физические лица;Черный;;Технические неисправности отсутствуют
930001329.0;1.0;Осталось на месте ДТП;С передним приводом;Минивэны и универсалы повышенной вместимости;2002.0;HONDA Odyssey;Физические лица;Белый;;Технические неисправности отсутствуют
930001323.0;1.0;Осталось на месте ДТП;Полноприводные;D-класс (средний) до 4,6 м;2004.0;MERCEDES Прочие модели Mercedes;Физические лица;Белый;;Технические неисправности отсутствуют
930001323.0;2.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;1995.0;TOYOTA Corolla;Физические лица;Серый;;Технические неисправности отсутствуют
930001325.0;1.0;Скрылось и установлено в срок до 1 суток;Иное расположение рулевого управления;Мотоциклы;1992.0;Прочие марки мотоциклов Прочие марки мотоциклов;Физические лица;Красный;;Технические неисправности отсутствуют
930001313.0;1.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;2008.0;SUZUKI Прочие модели Suzuki;Физические лица;Черный;;Технические неисправности отсутствуют
930001313.0;2.0;Осталось на месте ДТП;С передним приводом;Минивэны и универсалы повышенной вместимости;2002.0;ВАЗ ВАЗ 2111, 21110 (универсал), 21113, 21114;Физические лица;Серый;;Технические неисправности отсутствуют
930001400.0;1.0;Скрылось с места ДТП;;Одноэтажные длиной от 5 до 8 м;; ;;;;Технические неисправности отсутствуют
930001308.0;1.0;Осталось на месте ДТП;С передним приводом;В-класс (малый) до 3,9 м;2005.0;ВАЗ ВАЗ 2114 и модификации;Физические лица;Синий;;Технические неисправности отсутствуют
930001300.0;1.0;Осталось на месте ДТП;Полноприводные;Седельные тягачи;1995.0;УРАЛ Прочие модели Урал;Физические лица;Желтый;;Технические неисправности отсутствуют
930001294.0;1.0;Скрылось и установлено в срок свыше 10 суток;Полноприводные;D-класс (средний) до 4,6 м;2003.0;BEDFORD Прочие модели Bedford;Физические лица;Красный;;Технические неисправности отсутствуют
930001291.0;1.0;Скрылось с места ДТП;;А-класс (особо малый) до 3,5 м;; ;;;;Технические неисправности отсутствуют
930001289.0;1.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;2000.0;TOYOTA Sprinter;Физические лица;Красный;;Технические неисправности отсутствуют
930001279.0;1.0;Осталось на месте ДТП;Полноприводные;С-класс (малый средний, компактный) до 4,3 м;2019.0;ВАЗ  Нива  ВАЗ-2121 и модификации;Физические лица;Белый;;Технические неисправности отсутствуют
930001276.0;1.0;Осталось на месте ДТП;С передним приводом;Е-класс (высший средний, бизнес-класс) до 4,9 м;2012.0;TOYOTA RAV 4;Физические лица;Серый;;Технические неисправности отсутствуют
930001280.0;1.0;Осталось на месте ДТП;С передним приводом;Минивэны и универсалы повышенной вместимости;2002.0;TOYOTA Caldina;Физические лица;Синий;;Технические неисправности отсутствуют
930001280.0;2.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;1998.0;HONDA Accord;Физические лица;Серый;;Технические неисправности отсутствуют
930001282.0;1.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;2018.0;ВАЗ Granta (Гранта);Физические лица;Синий;;Технические неисправности отсутствуют
930001282.0;2.0;Осталось на месте ДТП;;Велосипеды;; ;Физические лица;;;Технические неисправности отсутствуют
930001275.0;1.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;2016.0;TOYOTA Corolla;Физические лица;Белый;;Технические неисправности отсутствуют
930001274.0;1.0;Осталось на месте ДТП;С передним приводом;В-класс (малый) до 3,9 м;2003.0;TOYOTA Прочие модели Toyota;Физические лица;Серый;;Технические неисправности отсутствуют
930001271.0;1.0;Осталось на месте ДТП;С передним приводом;В-класс (малый) до 3,9 м;2001.0;MAZDA Demio;Физические лица;Серый;;Технические неисправности отсутствуют
930001709.0;1.0;Осталось на месте ДТП;С задним приводом;Одноэтажные длиной от 5 до 8 м;2005.0;ГАЗ 3221  Газель , 32217, 32213, 32212, 322172, 322132, 322133 и модификации;Физические лица;Желтый;;Технические неисправности отсутствуют
930001709.0;2.0;Осталось на месте ДТП;С передним приводом;С-класс (малый средний, компактный) до 4,3 м;2000.0;ВАЗ  Жигули  ВАЗ-2108, 09 и модификации                       ;Физические лица;Зеленый;;Технические неисправности отсутствуют
930001707.0;1.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;2011.0;KIA Rio;Физические лица;Черный;;Технические неисправности отсутствуют
930001696.0;1.0;Осталось на месте ДТП;Полноприводные;Минивэны и универсалы повышенной вместимости;2012.0;УАЗ УАЗ 3151, 31512, 31514, 31519 и модификации;Физические лица;Серый;;Технические неисправности отсутствуют
930001687.0;1.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;2002.0;TOYOTA Corolla;Физические лица;Серый;;Технические неисправности отсутствуют
930001687.0;2.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;2021.0;ВАЗ Vesta (Веста);Физические лица;Черный;;Технические неисправности отсутствуют
930001687.0;3.0;Осталось на месте ДТП;С передним приводом;С-класс (малый средний, компактный) до 4,3 м;2020.0;ВАЗ Granta (Гранта);Физические лица;Белый;;Технические неисправности отсутствуют
930001693.0;1.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;2018.0;SKODA Rapid;Физические лица;Белый;;Технические неисправности отсутствуют
930001678.0;1.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;2001.0;HONDA Accord;Физические лица;Серый;;Технические неисправности отсутствуют
930001678.0;2.0;Осталось на месте ДТП;Иное расположение рулевого управления;Велосипеды;2018.0; ;Физические лица;Черный;;Технические неисправности отсутствуют
930001675.0;1.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;2003.0;HONDA Accord;Физические лица;Серый;;Технические неисправности отсутствуют
930001673.0;1.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;2000.0;TOYOTA Corona;Физические лица;Серый;;Технические неисправности отсутствуют
930001673.0;2.0;Осталось на месте ДТП;С передним приводом;Е-класс (высший средний, бизнес-класс) до 4,9 м;2019.0;TOYOTA Camry;Физические лица;Белый;;Технические неисправности отсутствуют
930001664.0;1.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;2001.0;TOYOTA Allion;Физические лица;Синий;;Технические неисправности отсутствуют
930001666.0;1.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;2017.0;RENAULT Logan;Юридические лица, являющиеся коммерческими организациями;Серый;;Технические неисправности отсутствуют
930001648.0;1.0;Скрылось и установлено в срок от 1 до 3 суток;С передним приводом;Прочие грузовые автомобили;1983.0;ГАЗ Прочие модели ГАЗ;Физические лица;Зеленый;;Технические неисправности отсутствуют
930001636.0;1.0;Осталось на месте ДТП;С передним приводом;С-класс (малый средний, компактный) до 4,3 м;2008.0;MAZDA Mazda 3;Физические лица;Синий;;Технические неисправности отсутствуют
930001636.0;2.0;Осталось на месте ДТП;С передним приводом;С-класс (малый средний, компактный) до 4,3 м;2004.0;ВАЗ ВАЗ 2110, 21101, 21102, 21103, 21108;Физические лица;Серый;;Технические неисправности отсутствуют
930001637.0;1.0;Осталось на месте ДТП;С передним приводом;Минивэны и универсалы повышенной вместимости;2007.0;ВАЗ  Жигули  ВАЗ-2104 модификации;Физические лица;Черный;;Технические неисправности отсутствуют
930001637.0;2.0;Осталось на месте ДТП;С задним приводом;Самосвалы;1992.0;ГАЗ 3302, 33027 и модификации;Физические лица;Синий;;Технические неисправности отсутствуют
930001640.0;1.0;Осталось на месте ДТП;С передним приводом;С-класс (малый средний, компактный) до 4,3 м;2011.0;ВАЗ ВАЗ 2111, 21110 (универсал), 21113, 21114;Физические лица;Зеленый;;Технические неисправности отсутствуют
930001619.0;1.0;Осталось на месте ДТП;С задним приводом;Минивэны и универсалы повышенной вместимости;2001.0;TOYOTA Ipsum;Физические лица;Белый;;Технические неисправности отсутствуют
930001625.0;1.0;Осталось на месте ДТП;Иное расположение рулевого управления;Мопеды с двигателем внутреннего сгорания менее 50 см. куб.;1999.0;HONDA Прочие модели Honda;Физические лица;Серый;;Технические неисправности отсутствуют
930001625.0;2.0;Осталось на месте ДТП;С задним приводом;Одноэтажные длиной от 5 до 8 м;2007.0;ГАЗ 3221  Газель , 32217, 32213, 32212, 322172, 322132, 322133 и модификации;Индивидуальные предприниматели без образования юридического лица;Желтый;;Технические неисправности отсутствуют
930001618.0;1.0;Осталось на месте ДТП;С передним приводом;С-класс (малый средний, компактный) до 4,3 м;2012.0;ВАЗ Granta (Гранта);Физические лица;Синий;;Технические неисправности отсутствуют
930001617.0;1.0;Осталось на месте ДТП;С передним приводом;В-класс (малый) до 3,9 м;2002.0;HONDA FIT;Физические лица;Серый;;Технические неисправности отсутствуют
930001605.0;1.0;Осталось на месте ДТП;С передним приводом;С-класс (малый средний, компактный) до 4,3 м;2009.0;ВАЗ Priora;Физические лица;Черный;;Технические неисправности отсутствуют
930001621.0;1.0;Скрылось с места ДТП;;В-класс (малый) до 3,9 м;; ;;;;Технические неисправности отсутствуют
930001593.0;1.0;Осталось на месте ДТП;С передним приводом;С-класс (малый средний, компактный) до 4,3 м;2013.0;RENAULT Logan;Физические лица;Черный;;Технические неисправности отсутствуют
930001572.0;1.0;Осталось на месте ДТП;С передним приводом;С-класс (малый средний, компактный) до 4,3 м;2011.0;ВАЗ ВАЗ 2110, 21101, 21102, 21103, 21108;Физические лица;Черный;;Технические неисправности отсутствуют
930001565.0;1.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;1996.0;TOYOTA Camry;Физические лица;Серый;;Технические неисправности отсутствуют
930001569.0;1.0;Осталось на месте ДТП;С задним приводом;Прочие легковые автомобили;1999.0;ГАЗ 3302, 33027 и модификации;Физические лица;Белый;;Технические неисправности отсутствуют
930001556.0;1.0;Скрылось с места ДТП;;D-класс (средний) до 4,6 м;; ;;;;Технические неисправности отсутствуют
930001559.0;1.0;Осталось на месте ДТП;С передним приводом;Минивэны и универсалы повышенной вместимости;2004.0;TOYOTA Caldina;Физические лица;Серый;;Технические неисправности отсутствуют
930001559.0;2.0;Осталось на месте ДТП;Полноприводные;Минивэны и универсалы повышенной вместимости;1995.0;УАЗ УАЗ 3151, 31512, 31514, 31519 и модификации;Физические лица;Зеленый;;Технические неисправности отсутствуют
930001537.0;1.0;Осталось на месте ДТП;С передним приводом;Минивэны и универсалы повышенной вместимости;2001.0;TOYOTA Caldina;Физические лица;Белый;;Технические неисправности отсутствуют
930001538.0;1.0;Осталось на месте ДТП;С передним приводом;В-класс (малый) до 3,9 м;2005.0;HONDA FIT;Физические лица;Серый;;Технические неисправности отсутствуют
930001538.0;2.0;Осталось на месте ДТП;Полноприводные;В-класс (малый) до 3,9 м;2002.0;MITSUBISHI Airtek;Физические лица;Серый;;Технические неисправности отсутствуют
930001535.0;1.0;Осталось на месте ДТП;С передним приводом;D-класс (средний) до 4,6 м;2015.0;VOLKSWAGEN Polo;Физические лица;Серый;;Технические неисправности отсутствуют
